product_key;product_category_name;product_category_name_english;category_label;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
product_id_1694f6be8a6e729b;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;638.0;1.0;900.0;16.0;10.0;16.0
product_id_1696a9c890177220;ferramentas_jardim;garden_tools;garden_tools;37.0;2174.0;5.0;7000.0;41.0;12.0;30.0
product_id_169aa0761a24b0c6;moveis_escritorio;office_furniture;office_furniture;40.0;507.0;1.0;20450.0;101.0;10.0;62.0
product_id_169dff9db53889cd;perfumaria;perfumery;perfumery;60.0;657.0;1.0;500.0;16.0;16.0;22.0
product_id_16a2a75907a9206d;esporte_lazer;sports_leisure;sports_leisure;60.0;361.0;3.0;550.0;25.0;25.0;25.0
product_id_16a305c1650a88d9;brinquedos;toys;toys;37.0;413.0;1.0;1473.0;38.0;15.0;21.0
product_id_16a446be33357ff4;esporte_lazer;sports_leisure;sports_leisure;41.0;1947.0;1.0;2550.0;18.0;78.0;35.0
product_id_16a697927a5a3c84;informatica_acessorios;computers_accessories;computers_accessories;48.0;493.0;1.0;200.0;18.0;9.0;16.0
product_id_16a74ee3c9ee47ac;brinquedos;toys;toys;33.0;698.0;2.0;400.0;18.0;21.0;13.0
product_id_16a8b469e9d7228b;cool_stuff;cool_stuff;cool_stuff;22.0;349.0;1.0;3100.0;35.0;35.0;35.0
product_id_16ac2e008d977c78;esporte_lazer;sports_leisure;sports_leisure;50.0;549.0;1.0;300.0;18.0;8.0;14.0
product_id_16ac644378a1f074;pet_shop;pet_shop;pet_shop;59.0;341.0;3.0;900.0;46.0;8.0;11.0
product_id_16ad537fb7a4014f;automotivo;auto;auto;58.0;824.0;1.0;200.0;16.0;2.0;11.0
product_id_16b060459fb5654e;moveis_escritorio;office_furniture;office_furniture;50.0;2083.0;1.0;20500.0;58.0;28.0;58.0
product_id_16b0ab2728c42936;construcao_ferramentas_jardim;costruction_tools_garden;costruction_tools_garden;40.0;571.0;2.0;650.0;20.0;16.0;20.0
product_id_16b176f66e0d12fe;beleza_saude;health_beauty;health_beauty;56.0;1190.0;1.0;1250.0;26.0;21.0;16.0
product_id_16b3590f29578e8e;cama_mesa_banho;bed_bath_table;bed_bath_table;46.0;352.0;2.0;900.0;50.0;11.0;11.0
product_id_16b6afd9f63e510b;brinquedos;toys;toys;58.0;423.0;3.0;400.0;20.0;14.0;12.0
product_id_16b86f5e9de9f203;esporte_lazer;sports_leisure;sports_leisure;59.0;495.0;1.0;2886.0;45.0;17.0;56.0
product_id_16b875258740a900;informatica_acessorios;computers_accessories;computers_accessories;60.0;1401.0;5.0;816.0;27.0;13.0;18.0
product_id_16ba86562a362231;eletrodomesticos;home_appliances;home_appliances;60.0;215.0;1.0;200.0;18.0;8.0;13.0
product_id_16bac130ccbb2a4f;telefonia;telephony;telephony;32.0;879.0;3.0;100.0;18.0;6.0;11.0
product_id_16bb234bb718e49e;esporte_lazer;sports_leisure;sports_leisure;42.0;141.0;1.0;250.0;20.0;20.0;20.0
product_id_16c191b5dda124e7;cama_mesa_banho;bed_bath_table;bed_bath_table;23.0;416.0;2.0;738.0;38.0;8.0;24.0
product_id_16c232e5c99c520b;casa_conforto;home_confort;home_confort;40.0;1555.0;5.0;1650.0;30.0;18.0;50.0
product_id_16c2d985c04a2d34;esporte_lazer;sports_leisure;sports_leisure;43.0;1158.0;1.0;150.0;16.0;17.0;22.0
product_id_16c7e698c3349f8f;pet_shop;pet_shop;pet_shop;63.0;1440.0;3.0;1400.0;50.0;20.0;40.0
product_id_16c7e786f9491084;moveis_decoracao;furniture_decor;furniture_decor;60.0;458.0;1.0;1050.0;30.0;4.0;20.0
product_id_16c96a048251896f;automotivo;auto;auto;43.0;165.0;1.0;200.0;21.0;14.0;12.0
product_id_16cab6f762ba7e23;informatica_acessorios;computers_accessories;computers_accessories;53.0;350.0;4.0;300.0;21.0;6.0;21.0
product_id_16cb8621e66edda2;utilidades_domesticas;housewares;housewares;29.0;559.0;3.0;300.0;40.0;5.0;40.0
product_id_16cde27f91770f5a;papelaria;stationery;stationery;43.0;131.0;2.0;200.0;22.0;9.0;15.0
product_id_16d38095f39f4942;perfumaria;perfumery;perfumery;36.0;653.0;1.0;400.0;16.0;16.0;16.0
product_id_16d404cef925030c;cama_mesa_banho;bed_bath_table;bed_bath_table;53.0;120.0;1.0;1650.0;30.0;20.0;25.0
product_id_16d692e5e001c45e;ferramentas_jardim;garden_tools;garden_tools;41.0;528.0;1.0;12900.0;39.0;28.0;25.0
product_id_16d7c01aac15b5f9;informatica_acessorios;computers_accessories;computers_accessories;60.0;636.0;1.0;800.0;31.0;16.0;16.0
product_id_16da24a92fecfa97;beleza_saude;health_beauty;health_beauty;32.0;386.0;1.0;150.0;20.0;10.0;15.0
product_id_16dd979bc1fd5b06;automotivo;auto;auto;34.0;343.0;1.0;250.0;30.0;20.0;30.0
product_id_16ded2781fdf5a35;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;52.0;194.0;3.0;200.0;16.0;5.0;11.0
product_id_16e5f59515b258da;perfumaria;perfumery;perfumery;46.0;578.0;1.0;250.0;16.0;18.0;11.0
product_id_16e6b5ba4997d1c8;beleza_saude;health_beauty;health_beauty;59.0;1652.0;1.0;100.0;22.0;3.0;15.0
product_id_16ea3e0eab1937da;perfumaria;perfumery;perfumery;41.0;634.0;1.0;113.0;16.0;4.0;19.0
product_id_16ebd5c9921b93bc;eletroportateis;small_appliances;small_appliances;48.0;977.0;2.0;500.0;20.0;20.0;20.0
product_id_16f05b36ab0aed9a;automotivo;auto;auto;58.0;874.0;5.0;150.0;23.0;3.0;16.0
product_id_16f42f66d1d099f5;utilidades_domesticas;housewares;housewares;41.0;243.0;1.0;400.0;16.0;11.0;14.0
product_id_16f4f83a35a67cd3;utilidades_domesticas;housewares;housewares;59.0;649.0;1.0;25250.0;68.0;66.0;66.0
product_id_16f5a54df7c2e262;moveis_decoracao;furniture_decor;furniture_decor;56.0;1110.0;1.0;1500.0;105.0;4.0;15.0
product_id_16f87f0089290ada;informatica_acessorios;computers_accessories;computers_accessories;41.0;498.0;1.0;600.0;18.0;9.0;16.0
product_id_16f92220745462e4;cama_mesa_banho;bed_bath_table;bed_bath_table;59.0;262.0;1.0;4083.0;56.0;16.0;50.0
product_id_16fbc5f6b07de84b;;;unknown;;;;300.0;16.0;7.0;20.0
product_id_170017c56655baa1;esporte_lazer;sports_leisure;sports_leisure;47.0;304.0;1.0;500.0;35.0;10.0;20.0
product_id_17011797e017a82f;eletrodomesticos;home_appliances;home_appliances;49.0;354.0;1.0;100.0;18.0;8.0;13.0
product_id_1706b355dfb02f45;dvds_blu_ray;dvds_blu_ray;dvds_blu_ray;39.0;692.0;1.0;800.0;21.0;14.0;14.0
product_id_170bc0cf5ed26e77;eletrodomesticos;home_appliances;home_appliances;48.0;247.0;1.0;190.0;18.0;8.0;13.0
product_id_170fcc2c39d7709f;esporte_lazer;sports_leisure;sports_leisure;58.0;1580.0;1.0;785.0;28.0;21.0;17.0
product_id_171171a39d2cfa94;moveis_decoracao;furniture_decor;furniture_decor;49.0;349.0;4.0;6050.0;30.0;40.0;30.0
product_id_1712e8f4f0c1db6c;utilidades_domesticas;housewares;housewares;29.0;363.0;2.0;1000.0;25.0;30.0;25.0
product_id_1716828bc866bdbb;perfumaria;perfumery;perfumery;36.0;200.0;2.0;300.0;26.0;12.0;18.0
product_id_17190022d458692c;beleza_saude;health_beauty;health_beauty;57.0;635.0;4.0;600.0;34.0;23.0;12.0
product_id_1719ed866d5c2225;perfumaria;perfumery;perfumery;58.0;264.0;7.0;400.0;27.0;10.0;15.0
product_id_171acd366c96a6ce;cama_mesa_banho;bed_bath_table;bed_bath_table;60.0;604.0;2.0;3700.0;50.0;10.0;40.0
product_id_171dc784b2cb631a;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;54.0;588.0;8.0;300.0;22.0;14.0;22.0
product_id_171e6bde10da9b37;cool_stuff;cool_stuff;cool_stuff;35.0;596.0;4.0;200.0;17.0;9.0;14.0
product_id_171e83374e9d5acf;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;606.0;1.0;500.0;16.0;10.0;16.0
product_id_171e94a74064cf0e;cama_mesa_banho;bed_bath_table;bed_bath_table;53.0;457.0;1.0;19100.0;62.0;47.0;47.0
product_id_172115b194e206f0;beleza_saude;health_beauty;health_beauty;33.0;542.0;1.0;1100.0;20.0;14.0;16.0
product_id_1722cb1bda69d909;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;42.0;943.0;1.0;16750.0;35.0;35.0;101.0
product_id_172607727ecaf739;musica;music;music;45.0;1271.0;1.0;200.0;20.0;2.0;15.0
product_id_1727a321308b2f7b;beleza_saude;health_beauty;health_beauty;58.0;1212.0;1.0;320.0;26.0;28.0;16.0
product_id_17280bdb9514e0e7;fashion_calcados;fashion_shoes;fashion_shoes;57.0;404.0;4.0;1400.0;22.0;12.0;33.0
product_id_172bd44f74d5dab6;consoles_games;consoles_games;consoles_games;56.0;555.0;2.0;500.0;18.0;12.0;18.0
product_id_172c62715152e9ae;ferramentas_jardim;garden_tools;garden_tools;44.0;1843.0;4.0;1450.0;32.0;15.0;25.0
product_id_172d74cf5b32f376;artes;art;art;54.0;902.0;2.0;1150.0;16.0;6.0;11.0
product_id_172f8364ae34f4bb;telefonia;telephony;telephony;31.0;905.0;1.0;50.0;17.0;2.0;11.0
product_id_1735df57412a0972;artigos_de_festas;party_supplies;party_supplies;60.0;430.0;1.0;200.0;16.0;6.0;11.0
product_id_1739f8a76c108398;informatica_acessorios;computers_accessories;computers_accessories;53.0;177.0;5.0;150.0;16.0;3.0;17.0
product_id_173c63133fd56645;cama_mesa_banho;bed_bath_table;bed_bath_table;49.0;259.0;1.0;2117.0;35.0;8.0;27.0
product_id_1740d990458a5c5f;informatica_acessorios;computers_accessories;computers_accessories;46.0;1228.0;5.0;150.0;28.0;14.0;14.0
product_id_1741deed5ddf6c7f;automotivo;auto;auto;52.0;85.0;1.0;250.0;25.0;7.0;20.0
product_id_17451b1f76b0ade8;esporte_lazer;sports_leisure;sports_leisure;59.0;261.0;3.0;1100.0;40.0;2.0;40.0
product_id_17467b3dd43c071a;moveis_decoracao;furniture_decor;furniture_decor;29.0;639.0;2.0;1250.0;30.0;10.0;30.0
product_id_1749380b027bae71;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;40.0;825.0;5.0;70.0;18.0;18.0;12.0
product_id_174c72718d5630d0;beleza_saude;health_beauty;health_beauty;36.0;1718.0;1.0;200.0;18.0;8.0;14.0
product_id_174c8fd8234157a4;ferramentas_jardim;garden_tools;garden_tools;60.0;728.0;6.0;550.0;36.0;5.0;14.0
product_id_174f87294d76a16c;esporte_lazer;sports_leisure;sports_leisure;56.0;1464.0;1.0;100.0;16.0;16.0;16.0
product_id_1752b6c24fa38834;bebes;baby;baby;45.0;527.0;1.0;250.0;23.0;12.0;17.0
product_id_1752e12ff4da3e60;cama_mesa_banho;bed_bath_table;bed_bath_table;50.0;272.0;1.0;500.0;25.0;10.0;20.0
product_id_17537f8430cb08ee;bebes;baby;baby;41.0;1201.0;1.0;7350.0;40.0;25.0;30.0
product_id_175424d7e4dddec1;esporte_lazer;sports_leisure;sports_leisure;43.0;458.0;1.0;500.0;57.0;14.0;14.0
product_id_1757b5399ab04292;relogios_presentes;watches_gifts;watches_gifts;60.0;428.0;4.0;200.0;16.0;2.0;11.0
product_id_1759ca456411bedd;utilidades_domesticas;housewares;housewares;58.0;759.0;1.0;700.0;16.0;38.0;33.0
product_id_1759f63e52c40ad7;brinquedos;toys;toys;22.0;265.0;1.0;420.0;28.0;12.0;22.0
product_id_175be54b27d5603e;eletronicos;electronics;electronics;46.0;240.0;1.0;150.0;25.0;7.0;16.0
product_id_175c92a40a07cb1b;ferramentas_jardim;garden_tools;garden_tools;53.0;647.0;4.0;2900.0;58.0;26.0;28.0
product_id_175d914ec8339b0c;brinquedos;toys;toys;36.0;113.0;1.0;9567.0;41.0;51.0;47.0
product_id_175dea2d170e893c;esporte_lazer;sports_leisure;sports_leisure;61.0;990.0;5.0;200.0;26.0;2.0;21.0
product_id_1760150bd4a7e684;malas_acessorios;luggage_accessories;luggage_accessories;45.0;1544.0;5.0;750.0;20.0;50.0;40.0
product_id_1763555c542c1f4c;beleza_saude;health_beauty;health_beauty;54.0;939.0;1.0;250.0;17.0;19.0;15.0
product_id_1764265b47e7988b;beleza_saude;health_beauty;health_beauty;47.0;1936.0;1.0;450.0;26.0;11.0;11.0
product_id_1764446e6e82677c;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;315.0;2.0;1000.0;30.0;10.0;25.0
product_id_17656052bd37fd9b;automotivo;auto;auto;51.0;282.0;1.0;750.0;16.0;24.0;24.0
product_id_176581e22529d6c3;cool_stuff;cool_stuff;cool_stuff;26.0;641.0;1.0;2000.0;62.0;20.0;40.0
product_id_1766803b8fc9d17c;moveis_decoracao;furniture_decor;furniture_decor;45.0;1563.0;3.0;9050.0;95.0;45.0;20.0
product_id_1767c26d7502cf7c;relogios_presentes;watches_gifts;watches_gifts;57.0;1616.0;3.0;300.0;16.0;11.0;12.0
product_id_1767f05c8c1b4aa8;relogios_presentes;watches_gifts;watches_gifts;57.0;808.0;2.0;350.0;16.0;2.0;11.0
product_id_1769c12c8cbcfeec;esporte_lazer;sports_leisure;sports_leisure;28.0;1567.0;4.0;13300.0;64.0;35.0;35.0
product_id_176b1ef40c537d7f;bebes;baby;baby;55.0;1000.0;7.0;6050.0;45.0;20.0;40.0
product_id_176c088092f8052f;beleza_saude;health_beauty;health_beauty;62.0;2792.0;3.0;2500.0;16.0;16.0;15.0
product_id_176e0feeb076ca1f;cama_mesa_banho;bed_bath_table;bed_bath_table;54.0;273.0;1.0;3400.0;45.0;19.0;35.0
product_id_176faaafc4346bb7;telefonia;telephony;telephony;54.0;653.0;1.0;150.0;19.0;3.0;11.0
product_id_17707f8d8956e3df;fashion_underwear_e_moda_praia;fashion_underwear_beach;fashion_underwear_beach;40.0;549.0;3.0;200.0;30.0;30.0;30.0
product_id_17736a65c8e9352a;moveis_decoracao;furniture_decor;furniture_decor;60.0;1629.0;1.0;400.0;16.0;2.0;11.0
product_id_178054ed875333ff;relogios_presentes;watches_gifts;watches_gifts;59.0;159.0;1.0;200.0;16.0;2.0;20.0
product_id_17816669330eef60;moveis_sala;furniture_living_room;furniture_living_room;55.0;1143.0;3.0;4650.0;31.0;17.0;31.0
product_id_178198837ee50438;telefonia;telephony;telephony;51.0;502.0;1.0;300.0;19.0;4.0;11.0
product_id_17849028022f6e41;bebes;baby;baby;58.0;801.0;1.0;2300.0;36.0;30.0;19.0
product_id_17896703d696fe17;informatica_acessorios;computers_accessories;computers_accessories;44.0;390.0;1.0;950.0;35.0;18.0;12.0
product_id_178aa06602cde9c0;moveis_decoracao;furniture_decor;furniture_decor;52.0;1085.0;4.0;400.0;50.0;3.0;25.0
product_id_178b9f89777d6c03;beleza_saude;health_beauty;health_beauty;54.0;1018.0;1.0;363.0;20.0;19.0;19.0
product_id_178d02963fbe4514;informatica_acessorios;computers_accessories;computers_accessories;46.0;741.0;1.0;150.0;17.0;9.0;13.0
product_id_1790a35d3a549c6b;moveis_decoracao;furniture_decor;furniture_decor;55.0;444.0;1.0;300.0;35.0;10.0;20.0
product_id_1792024a7e1d72cc;ferramentas_jardim;garden_tools;garden_tools;57.0;723.0;5.0;880.0;22.0;21.0;19.0
product_id_1793c69b9639eb66;cama_mesa_banho;bed_bath_table;bed_bath_table;43.0;187.0;1.0;750.0;40.0;4.0;30.0
product_id_17962dc45a1965e7;informatica_acessorios;computers_accessories;computers_accessories;48.0;148.0;1.0;200.0;17.0;12.0;13.0
product_id_17967e2a9489c61a;informatica_acessorios;computers_accessories;computers_accessories;47.0;311.0;1.0;140.0;28.0;8.0;16.0
product_id_179b8dc2f52871bc;brinquedos;toys;toys;34.0;649.0;3.0;2600.0;33.0;12.0;26.0
product_id_179ef1e9e9a22d82;brinquedos;toys;toys;38.0;1096.0;2.0;300.0;16.0;15.0;15.0
product_id_17a036eafedad5bd;moveis_decoracao;furniture_decor;furniture_decor;35.0;272.0;2.0;450.0;16.0;26.0;14.0
product_id_17a1c670cde2c451;telefonia;telephony;telephony;31.0;750.0;1.0;100.0;18.0;6.0;11.0
product_id_17a4219b5c239b09;automotivo;auto;auto;46.0;458.0;1.0;2200.0;16.0;2.0;11.0
product_id_17a6c4ccbb721861;cool_stuff;cool_stuff;cool_stuff;52.0;862.0;1.0;102.0;16.0;12.0;14.0
product_id_17ad72620e98a39b;automotivo;auto;auto;57.0;369.0;1.0;1675.0;25.0;15.0;20.0
product_id_17ae8b36ebfafb4e;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;53.0;1398.0;1.0;300.0;16.0;2.0;11.0
product_id_17af36c4da55c24e;utilidades_domesticas;housewares;housewares;26.0;330.0;1.0;8850.0;61.0;15.0;58.0
product_id_17b08561113b5c9d;esporte_lazer;sports_leisure;sports_leisure;45.0;366.0;1.0;420.0;21.0;18.0;19.0
product_id_17b0c4a7db17e112;eletrodomesticos_2;home_appliances_2;home_appliances_2;60.0;704.0;3.0;250.0;20.0;14.0;16.0
product_id_17b56905a34339d3;perfumaria;perfumery;perfumery;39.0;387.0;1.0;545.0;21.0;14.0;17.0
product_id_17b725b408dbe039;relogios_presentes;watches_gifts;watches_gifts;59.0;879.0;5.0;231.0;16.0;11.0;12.0
product_id_17b82ae2018766d4;informatica_acessorios;computers_accessories;computers_accessories;57.0;376.0;3.0;700.0;20.0;20.0;20.0
product_id_17b9cbe823f3cf3c;moveis_decoracao;furniture_decor;furniture_decor;63.0;438.0;1.0;100.0;40.0;15.0;35.0
product_id_17ba25cee8c7b106;;;unknown;;;;200.0;16.0;2.0;11.0
product_id_17bb15428ced5a86;beleza_saude;health_beauty;health_beauty;59.0;265.0;2.0;300.0;30.0;16.0;16.0
product_id_17bb596f6f74779c;esporte_lazer;sports_leisure;sports_leisure;59.0;3723.0;1.0;1350.0;16.0;16.0;16.0
product_id_17bbe95301f77419;bebes;baby;baby;37.0;1260.0;4.0;650.0;21.0;10.0;15.0
product_id_17bf4508f8179290;moveis_decoracao;furniture_decor;furniture_decor;33.0;1405.0;3.0;150.0;35.0;2.0;25.0
product_id_17c15748b13888d7;brinquedos;toys;toys;41.0;998.0;3.0;1350.0;22.0;20.0;34.0
product_id_17c6d491cf981841;cama_mesa_banho;bed_bath_table;bed_bath_table;53.0;547.0;1.0;1050.0;34.0;10.0;29.0
product_id_17c862a360ee782b;utilidades_domesticas;housewares;housewares;60.0;894.0;1.0;6700.0;40.0;40.0;40.0
product_id_17ce722844680a2b;automotivo;auto;auto;51.0;455.0;1.0;833.0;26.0;14.0;15.0
product_id_17ce8c1ac7794862;alimentos_bebidas;food_drink;food_drink;30.0;355.0;2.0;300.0;25.0;9.0;18.0
product_id_17cfd3d5494649f1;telefonia;telephony;telephony;43.0;416.0;3.0;100.0;19.0;3.0;11.0
product_id_17d0832faa3480f2;perfumaria;perfumery;perfumery;33.0;560.0;1.0;388.0;20.0;14.0;17.0
product_id_17d191b0dbe4b674;esporte_lazer;sports_leisure;sports_leisure;57.0;376.0;5.0;700.0;60.0;8.0;17.0
product_id_17d30a7e1eb44f5f;perfumaria;perfumery;perfumery;30.0;138.0;1.0;100.0;20.0;7.0;20.0
product_id_17d42078c6ef14b6;esporte_lazer;sports_leisure;sports_leisure;36.0;258.0;2.0;800.0;28.0;6.0;26.0
product_id_17d498e3242d5002;instrumentos_musicais;musical_instruments;musical_instruments;59.0;347.0;1.0;5750.0;30.0;15.0;100.0
product_id_17d52f7021bcb08c;informatica_acessorios;computers_accessories;computers_accessories;41.0;317.0;1.0;200.0;18.0;9.0;16.0
product_id_17d784cd88c381b6;malas_acessorios;luggage_accessories;luggage_accessories;41.0;155.0;3.0;16050.0;60.0;40.0;40.0
product_id_17d95deb422c597b;informatica_acessorios;computers_accessories;computers_accessories;51.0;180.0;2.0;100.0;16.0;6.0;14.0
product_id_17da5f47cfbae32d;moveis_decoracao;furniture_decor;furniture_decor;38.0;243.0;2.0;600.0;30.0;10.0;12.0
product_id_17db6a179a424a53;papelaria;stationery;stationery;48.0;207.0;3.0;300.0;24.0;7.0;14.0
product_id_17de2db85cef440e;moveis_escritorio;office_furniture;office_furniture;55.0;1086.0;2.0;19400.0;48.0;45.0;56.0
product_id_17e0869d3089d05c;moveis_decoracao;furniture_decor;furniture_decor;51.0;1450.0;1.0;11700.0;50.0;21.0;50.0
product_id_17e12ce34cfc61b2;moveis_decoracao;furniture_decor;furniture_decor;52.0;251.0;5.0;1098.0;26.0;20.0;20.0
product_id_17e1636d5d940089;beleza_saude;health_beauty;health_beauty;46.0;683.0;8.0;250.0;35.0;15.0;15.0
product_id_17e1a02277461004;consoles_games;consoles_games;consoles_games;39.0;1194.0;1.0;300.0;20.0;30.0;20.0
product_id_17e204d9378d3a9a;telefonia;telephony;telephony;55.0;419.0;3.0;225.0;17.0;6.0;13.0
product_id_17e3fd522f44d97e;informatica_acessorios;computers_accessories;computers_accessories;59.0;1238.0;5.0;4750.0;18.0;22.0;30.0
product_id_17e4235b87632e6c;brinquedos;toys;toys;26.0;427.0;1.0;700.0;23.0;25.0;11.0
product_id_17e61b4d48eb96e0;moveis_escritorio;office_furniture;office_furniture;30.0;880.0;1.0;19783.0;49.0;54.0;52.0
product_id_17e6d027374893d2;eletrodomesticos;home_appliances;home_appliances;57.0;953.0;3.0;100.0;30.0;10.0;15.0
product_id_17e905daf376a4a8;utilidades_domesticas;housewares;housewares;54.0;1283.0;3.0;250.0;22.0;2.0;11.0
product_id_17e92abec7854856;utilidades_domesticas;housewares;housewares;50.0;1002.0;1.0;550.0;16.0;32.0;11.0
product_id_17e9c9bb5075f365;telefonia_fixa;fixed_telephony;fixed_telephony;53.0;627.0;1.0;500.0;17.0;13.0;14.0
product_id_17ee34958cfd51d2;informatica_acessorios;computers_accessories;computers_accessories;59.0;1392.0;4.0;350.0;17.0;7.0;13.0
product_id_17ef6b40e50acb39;brinquedos;toys;toys;54.0;651.0;6.0;150.0;16.0;13.0;18.0
product_id_17f05dea799cec2b;utilidades_domesticas;housewares;housewares;51.0;727.0;1.0;800.0;16.0;13.0;12.0
product_id_17f08f5e160eda12;informatica_acessorios;computers_accessories;computers_accessories;54.0;1990.0;1.0;1250.0;50.0;22.0;30.0
product_id_17f22ea8dd21a086;bebes;baby;baby;54.0;1317.0;4.0;1050.0;42.0;25.0;15.0
product_id_17f2a5f657c3fed1;utilidades_domesticas;housewares;housewares;58.0;696.0;2.0;900.0;21.0;12.0;21.0
product_id_17f5654896a88130;beleza_saude;health_beauty;health_beauty;41.0;479.0;4.0;50.0;25.0;15.0;15.0
product_id_17f57b2ac4b4f450;cama_mesa_banho;bed_bath_table;bed_bath_table;57.0;220.0;1.0;1200.0;45.0;15.0;35.0
product_id_17f5933b470ecdf4;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;60.0;53.0;1.0;200.0;16.0;2.0;20.0
product_id_17f69845e257867f;perfumaria;perfumery;perfumery;52.0;980.0;1.0;463.0;19.0;16.0;18.0
product_id_17f791a46fe2f7ae;;;unknown;;;;3800.0;30.0;40.0;30.0
product_id_17f828dc33c9702e;;;unknown;;;;100.0;25.0;2.0;17.0
product_id_17fcbb9080320f8e;esporte_lazer;sports_leisure;sports_leisure;37.0;213.0;1.0;400.0;16.0;10.0;20.0
product_id_17fd4ed1dae066b8;fashion_underwear_e_moda_praia;fashion_underwear_beach;fashion_underwear_beach;62.0;594.0;3.0;250.0;19.0;9.0;27.0
product_id_1803f4fc295d46a0;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;44.0;160.0;1.0;100.0;16.0;10.0;15.0
product_id_1805bf33ffab7282;beleza_saude;health_beauty;health_beauty;40.0;434.0;1.0;1050.0;25.0;11.0;15.0
product_id_180675ac3edf1b3a;cool_stuff;cool_stuff;cool_stuff;59.0;224.0;4.0;500.0;55.0;15.0;45.0
product_id_180a3ae5bda5a54b;artigos_de_natal;christmas_supplies;christmas_supplies;40.0;243.0;1.0;200.0;16.0;8.0;11.0
product_id_18101919228f6997;moveis_decoracao;furniture_decor;furniture_decor;23.0;438.0;3.0;650.0;18.0;21.0;20.0
product_id_1812308a4edf1583;pet_shop;pet_shop;pet_shop;26.0;422.0;1.0;500.0;50.0;20.0;50.0
product_id_181663034c69cf10;papelaria;stationery;stationery;51.0;261.0;1.0;1250.0;16.0;39.0;37.0
product_id_1816d0fdedfb3e38;construcao_ferramentas_iluminacao;construction_tools_lights;construction_tools_lights;58.0;1892.0;1.0;4100.0;36.0;23.0;11.0
product_id_18181ff34ade228f;relogios_presentes;watches_gifts;watches_gifts;60.0;724.0;1.0;400.0;28.0;10.0;18.0
product_id_181ad3f03c28b2c0;cama_mesa_banho;bed_bath_table;bed_bath_table;56.0;510.0;1.0;400.0;16.0;10.0;16.0
product_id_181c5c9e8332b823;cama_mesa_banho;bed_bath_table;bed_bath_table;54.0;1076.0;1.0;400.0;33.0;3.0;23.0
product_id_182067ebd2f21581;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;56.0;572.0;5.0;300.0;22.0;14.0;22.0
product_id_1821c11d18cc3453;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;648.0;2.0;400.0;16.0;10.0;16.0
product_id_1821c86d2e7c6b07;esporte_lazer;sports_leisure;sports_leisure;59.0;1552.0;1.0;400.0;31.0;20.0;20.0
product_id_18253f6f567ce9f5;utilidades_domesticas;housewares;housewares;63.0;427.0;3.0;350.0;30.0;5.0;25.0
product_id_1828243437aedfba;telefonia;telephony;telephony;58.0;818.0;6.0;150.0;17.0;4.0;12.0
product_id_18297742825ff764;perfumaria;perfumery;perfumery;30.0;138.0;1.0;150.0;22.0;7.0;16.0
product_id_182b4ec778b5e47a;moveis_decoracao;furniture_decor;furniture_decor;52.0;563.0;2.0;450.0;25.0;29.0;25.0
product_id_182b9ced122d2af2;esporte_lazer;sports_leisure;sports_leisure;38.0;549.0;1.0;1017.0;42.0;21.0;27.0
product_id_182c2dc131ef4158;beleza_saude;health_beauty;health_beauty;55.0;2987.0;2.0;1450.0;18.0;18.0;16.0
product_id_1830b097aaf111be;esporte_lazer;sports_leisure;sports_leisure;53.0;1541.0;1.0;450.0;33.0;20.0;20.0
product_id_1831433fae502623;telefonia;telephony;telephony;58.0;467.0;2.0;150.0;17.0;8.0;14.0
product_id_1832142be6334102;brinquedos;toys;toys;63.0;2873.0;8.0;1200.0;39.0;22.0;14.0
product_id_1833aa96426a1856;cama_mesa_banho;bed_bath_table;bed_bath_table;59.0;662.0;2.0;647.0;30.0;5.0;29.0
product_id_18388c5e04491ee2;automotivo;auto;auto;58.0;228.0;1.0;9650.0;55.0;35.0;30.0
product_id_183a3fc8eb9c1e48;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;244.0;1.0;800.0;38.0;10.0;38.0
product_id_183b92e1818f5249;perfumaria;perfumery;perfumery;56.0;410.0;1.0;100.0;16.0;11.0;11.0
product_id_183e432ee099d3ed;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;39.0;267.0;1.0;400.0;16.0;10.0;12.0
product_id_183e43965819659d;cama_mesa_banho;bed_bath_table;bed_bath_table;61.0;398.0;1.0;20100.0;45.0;15.0;35.0
product_id_183e4986a2bb8667;moveis_decoracao;furniture_decor;furniture_decor;56.0;296.0;3.0;1700.0;100.0;7.0;15.0
